passport_id,material_type,quantity,origin_city,status,last_checkpoint,last_gps,verification_hash
GC-PASS-100067,metal,1648.6,Tiruppur,transported,Tiruppur Sorting Plant,"11.4675, 77.6177",5f7b8b4099dbc3b46004422fc9117ec5e36196a10cc107a59fe6dd8c6a5ed694
GC-PASS-100068,metal,175.5,Erode,generated,Erode Sorting Plant,"11.2931, 77.2012",12430cd21e9357fa34f9a0c6a254ae4d7a4d3f4d40322dd5c10b1dea04c8f3f3
GC-PASS-100069,plastic,907.8,Tiruppur,sorted,Tiruppur Sorting Plant,"11.6215, 77.8805",a30c78824ce65b12830758968a90e191b3fb63d3b03148485bbc45ea84309bb0
GC-PASS-100070,plastic,3318.0,Erode,generated,Erode Sorting Plant,"11.4343, 77.6308",579a8978688137603a0d672b3d1da291306e077a464aa03e2485584c9a0df6e4
GC-PASS-100071,textile,3078.0,Chennai,processed,Chennai Sorting Plant,"11.5249, 77.2679",93121f6fe0564aa8684bc76a23fa199f7ab54271ff3b772f10581b38d834a56f
GC-PASS-100072,battery,3801.3,Tiruppur,recycled,Tiruppur Sorting Plant,"11.5045, 77.2243",4ed4d8c440cadf26ee1138f97940b55a06d91a4687d76a97e87d61627c9acc71
GC-PASS-100073,textile,516.1,Salem,recycled,Salem Sorting Plant,"11.6323, 77.3959",dfcd2889af566c438a55d4611fb8e619ad6bb599a15f01ecd9678c1d44c709d2
GC-PASS-100074,metal,3828.7,Erode,processed,Erode Sorting Plant,"11.6408, 77.8421",d281f342b456650d353c09658145ee2cf5e3973f255c59e23cd379f173b315f9
GC-PASS-100075,textile,2022.6,Coimbatore,recycled,Coimbatore Sorting Plant,"11.8267, 77.3849",320c850a4d27388a196db03faef0e620350ea30b3014febdcc4bb1ff1eb90330
GC-PASS-100076,paper,1904.3,Coimbatore,transported,Coimbatore Sorting Plant,"11.3489, 77.2631",9f51e7c5fb06c71c9263bf9ca28abbfaac29a4b0c61b68d74de896dc48e8b7f8
GC-PASS-100077,plastic,2719.9,Erode,processed,Erode Sorting Plant,"11.4087, 77.3839",b2f845a4d8c333deaf67283510724c2c90c2bbfcb1114003e71c3c89a53a695c
GC-PASS-100078,metal,181.2,Chennai,processed,Chennai Sorting Plant,"11.2687, 77.2931",f207da80f80054d3218e76b8279b0bfd3d8dc82c1c29085d789e606c1d337237
GC-PASS-100079,metal,2888.2,Tiruppur,generated,Tiruppur Sorting Plant,"11.6052, 77.3738",14562c32cc1df9c3dfb2b0b5b6fc4d3648102fe3cf819b1d6a3a025b4cceb3bb
GC-PASS-100080,battery,4710.3,Chennai,generated,Chennai Sorting Plant,"11.6536, 77.6287",161e5a5a6b2c675160b950d258b52a17131fc5ec6d98a76839699721ab4b5cd1
GC-PASS-100081,metal,1073.1,Erode,recycled,Erode Sorting Plant,"11.5107, 77.6726",95a360ce0fbf28da12dbe754b980590ad5af9005c2e31fccfe8606924c4d321f
GC-PASS-100082,metal,242.9,Coimbatore,transported,Coimbatore Sorting Plant,"11.3774, 77.3896",25ffbdd68ee8ad12411bcb8edd185bd02ac57392498048dd75241cf14266a4fa
GC-PASS-100083,metal,1628.9,Coimbatore,sorted,Coimbatore Sorting Plant,"11.2625, 77.4069",ef94c037b62853a8c0f276eb34fa6631379487ef53b5c6dd0940137f7f855def
GC-PASS-100084,metal,1340.4,Salem,sorted,Salem Sorting Plant,"11.8668, 77.6745",bbb83429514e43c945cbc29376f90620e1680eb8099cbb46e42272b6227eb9d7
GC-PASS-100085,textile,4686.4,Salem,generated,Salem Sorting Plant,"11.4348, 77.8164",7183d839687002f04eccebda7cbfe630feb378f7c148b0c2cde5076d2a4f483e
GC-PASS-100086,plastic,2762.5,Erode,generated,Erode Sorting Plant,"11.3967, 77.7335",4ae00904dab527f3d7fb8ddd0d09d219e5499b26f6d43907889bcc696b10c9b7
GC-PASS-100087,battery,4953.0,Salem,sorted,Salem Sorting Plant,"11.6104, 77.3143",3bff915404a29a4f4fec8f0789520640609ef844be95e51b0d1a1278a0cc80db
GC-PASS-100088,textile,1231.1,Erode,generated,Erode Sorting Plant,"11.3914, 77.5968",9241147cd78c1117b0c4d3c18ef36c62c91cb95affa2221d0472738a9b1e856e
GC-PASS-100089,plastic,2694.9,Salem,generated,Salem Sorting Plant,"11.2365, 77.5492",5eabe19b8802ea680072861c1263d7917e94849190407221cbe033f91ff3d850
GC-PASS-100090,battery,544.9,Salem,processed,Salem Sorting Plant,"11.7588, 77.8400",4f4900e528fa110f7e2c6782f4d574440c24eaeaf612b3e5cfe77f03c9572f53
GC-PASS-100091,battery,501.9,Salem,processed,Salem Sorting Plant,"11.5946, 77.4577",7fd711188dad79f57cd095ce0876103fc975983f2d05c12cea76d9a0ec332d40
GC-PASS-100092,textile,503.9,Salem,generated,Salem Sorting Plant,"11.8091, 77.3938",9b9478c3400b1d43a6066d30db54fd70cce6c79b2ce04db0ec3d1ec5a5d0341c
GC-PASS-100093,textile,3774.3,Tiruppur,recycled,Tiruppur Sorting Plant,"11.8860, 77.6161",96164b052a8f65b5bfffda57e8b0746ab6b140d2f29911e921f6f13b18647099
GC-PASS-100094,metal,334.9,Coimbatore,recycled,Coimbatore Sorting Plant,"11.8330, 77.6334",d63a9f57fc1e2ba0faf93311bd017520f35fb82b422032d4b5b71f775e103805
GC-PASS-100095,textile,1787.0,Coimbatore,processed,Coimbatore Sorting Plant,"11.8176, 77.8241",4038ec01af3886356242d77d8e75f11ab115eb7ec5e3ef0b5574d40674d3ff93
GC-PASS-100096,metal,3110.2,Erode,recycled,Erode Sorting Plant,"11.2191, 77.7313",e3dbcf87d8ba5de06a8b7b754db04d965f6120403d96c9b246662e938f2f41c3
GC-PASS-100097,plastic,4118.2,Coimbatore,sorted,Coimbatore Sorting Plant,"11.2540, 77.7172",9b0dddf7829de4a017fd1658f5f157bb1e39f32fd02a97354c4c5ce5eb8fa4c7
GC-PASS-100098,textile,1204.5,Erode,generated,Erode Sorting Plant,"11.2365, 77.1499",24f9d4b025fe718a15db66ad39028732e8611b9ff85c748131664697be2d49c5
GC-PASS-100099,plastic,4738.9,Tiruppur,recycled,Tiruppur Sorting Plant,"11.2155, 77.2827",0c549d1a81b2d9786e06540977eb9ac02168e8a6c2c0ec38394b45b45204f73d
GC-PASS-100100,paper,463.3,Erode,processed,Erode Sorting Plant,"11.6301, 77.3214",34e7dbc712b38c98fac4e0b599c088d06042eeb6913215e871d13db9f6a33d58
GC-PASS-100101,battery,1281.2,Chennai,transported,Chennai Sorting Plant,"11.5268, 77.5748",344405d77ba659f02e35eee4dad2b77a6b024f03b6dd9f3a8958139b249e0683
GC-PASS-100102,metal,2369.9,Coimbatore,processed,Coimbatore Sorting Plant,"11.7619, 77.1455",7ccc3d5ef59165aa4ad520640207970b1ec2e9a8a0a7cda5ee16ee2b2c748816
GC-PASS-100103,textile,4122.8,Tiruppur,transported,Tiruppur Sorting Plant,"11.2996, 77.7491",a4666874844d5d66975d02b46edd2fda9215849319188b171e379e1fcf0311cd
GC-PASS-100104,plastic,1905.6,Tiruppur,generated,Tiruppur Sorting Plant,"11.1823, 77.1928",515c747753440761429a736d6624056e19354f3ce09b794616089ace785db565
GC-PASS-100105,textile,4818.0,Salem,recycled,Salem Sorting Plant,"11.7815, 77.7316",b5506d6fa093efff1e1888dd66b44c28854a531c77fdbf3a123a1edbb53f9178
GC-PASS-100106,textile,1647.3,Erode,transported,Erode Sorting Plant,"11.3811, 77.6348",6db282628d35564ac6f021ddd5ff0a1232397bf033cac7f0589cfcb6490008f5
GC-PASS-100107,paper,2791.6,Salem,generated,Salem Sorting Plant,"11.8569, 77.7190",2396c705d2505659a75ad5f5fc63fc6e13a75208a73ed11dd6357746264bfaea
GC-PASS-100108,plastic,1123.2,Tiruppur,recycled,Tiruppur Sorting Plant,"11.4637, 77.4330",fd54076c9ba35a97bf27b3397a13eeb44cd158ebc7633af2b7ba995e90c8e8f1
GC-PASS-100109,plastic,4580.5,Coimbatore,processed,Coimbatore Sorting Plant,"11.8575, 77.1667",ba6fd30013480b3b9723fb603290d94eea236d69b581e6185e885a1211e33221
GC-PASS-100110,textile,1423.0,Salem,processed,Salem Sorting Plant,"11.5185, 77.4719",caa454e177e877ef24c3076e04c447a25352fb1ab534e68aac76f39351db30ca
GC-PASS-100111,metal,1185.5,Salem,processed,Salem Sorting Plant,"11.5964, 77.5136",9f4654ed1c946663feef065f54401ac03e304d57a0d96a7f0b0074c56096a803
GC-PASS-100112,paper,4931.7,Tiruppur,generated,Tiruppur Sorting Plant,"11.6024, 77.7132",534059e81ffa52b1be575083792632b047befe4105292185adb21592b669e72d
GC-PASS-100113,paper,3033.8,Erode,recycled,Erode Sorting Plant,"11.2581, 77.8714",0a04c230e06f6d69dde24acbe26e93aa4e8827b6bb93cdf1ef39df4ed5f5d9dd
GC-PASS-100114,textile,4705.6,Chennai,recycled,Chennai Sorting Plant,"11.2838, 77.2944",27650fc981d155da151efb4865a61152c151acc3878761ca8731d4d4ebce177a
GC-PASS-100115,metal,459.6,Coimbatore,transported,Coimbatore Sorting Plant,"11.5972, 77.6124",8e316182beef4baecec33cdeb3a3f3fd93c7231be60c4a77dded5d3b0766e759
GC-PASS-100116,plastic,3899.1,Coimbatore,generated,Coimbatore Sorting Plant,"11.6898, 77.5948",c6de56c5e18ef1366e58acc0a17f6628a88fb8c706e132abe2a91f9b0e0f3237
GC-PASS-100117,metal,1935.4,Chennai,transported,Chennai Sorting Plant,"11.5784, 77.6580",9ccef836003b33654047c00c90914a04536b807350fcd12d4225cdc86f6e063a
GC-PASS-100118,plastic,2370.0,Chennai,generated,Chennai Sorting Plant,"11.1404, 77.7966",aa5420dce7ebb37cce98a6138c927ef4d96d5f3ccdcdfaec87e231cf133f354c
GC-PASS-100119,paper,4073.9,Erode,transported,Erode Sorting Plant,"11.2460, 77.8190",5c858ba0b73fda12bf58c55f1a3565b846fed5fa0f59ec1ec3a6a8b153ea6b13
GC-PASS-100120,textile,3644.3,Coimbatore,sorted,Coimbatore Sorting Plant,"11.5178, 77.6264",685823bb3fc7bee1cdfe0c415b42ea1e068b5810bf8cc4cb109f146ef2099c93
GC-PASS-100121,textile,2280.2,Tiruppur,transported,Tiruppur Sorting Plant,"11.5780, 77.1716",c08f0ba4b7c31c7f41ad39419bc452147bab2e0b95d6a0b722612874de8f62fa
GC-PASS-100122,paper,1181.8,Tiruppur,sorted,Tiruppur Sorting Plant,"11.4419, 77.7238",1f95340254c3202819305f31145fcb5ff3a1b9f2d2f70cd3d67ef1f5eb9a73ca
GC-PASS-100123,metal,2515.9,Chennai,transported,Chennai Sorting Plant,"11.8473, 77.5363",e52c3a71d4610df6c9c1233650c0857f37a3f16e47515b7942db77c1572c58a4
GC-PASS-100124,plastic,2781.9,Erode,transported,Erode Sorting Plant,"11.2848, 77.7544",912911fd384b97954c5e3873d5d1d505c4fbff745b721b938660d8f6732e925a
GC-PASS-100125,textile,3120.5,Coimbatore,transported,Coimbatore Sorting Plant,"11.5530, 77.3150",de3c9d6d664a4434b6080795e1504b2d79e97f48304906cf8d16ee1682d26aad
GC-PASS-100126,paper,4903.3,Coimbatore,sorted,Coimbatore Sorting Plant,"11.7941, 77.2358",c204ab77b2bf1534d5781d197682b275001292941b6518a0efb61469d27e7527
GC-PASS-100127,battery,500.5,Coimbatore,processed,Coimbatore Sorting Plant,"11.5344, 77.5261",416a796ee0d662b0b09667f0f5e45c2a993ecc02ce62c64f96a4c4e3845c7eff
GC-PASS-100128,plastic,3929.1,Salem,sorted,Salem Sorting Plant,"11.8730, 77.3128",86f8c58f39d47630ffa1f183af7411811fb85eb7981261cdd3ae2392343b9a12
GC-PASS-100129,textile,3992.5,Coimbatore,generated,Coimbatore Sorting Plant,"11.6449, 77.3832",b7ac312821d8cd2b927bbc7c943a5ab588b1e119bcfd5dee4225b232721fe3bb
GC-PASS-100130,paper,377.9,Erode,sorted,Erode Sorting Plant,"11.8941, 77.7196",3b8c7d7068577497785a52b5c34d7e1db0ee55445b6c5b78613ee96df5f6b416
GC-PASS-100131,metal,1677.3,Chennai,transported,Chennai Sorting Plant,"11.4823, 77.5042",9e18401351e53da62c1b26a72d8e1493bebb65002689ba64435e6b4f63631953
GC-PASS-100132,battery,2709.5,Chennai,processed,Chennai Sorting Plant,"11.5455, 77.3947",6dd197f096436e465d72fc6dfed7ec415ad60704c3e825ed8df05bd7545bd2cc
GC-PASS-100133,plastic,4489.1,Chennai,transported,Chennai Sorting Plant,"11.5188, 77.1671",5e92e583842b91ae14c305868af1d526322e97601938a371d0c2808d3e3cda9f
GC-PASS-100134,metal,3029.6,Chennai,transported,Chennai Sorting Plant,"11.8956, 77.6124",50acc3c9c51b8762d868565fd6e2a33b2a5e22b85b7d9bca7d403f7d3a84f263
GC-PASS-100135,metal,1429.0,Erode,recycled,Erode Sorting Plant,"11.7981, 77.8680",fbacadd58980acd292d54c1beb77a3431742b7b63789b867db93b50478e22528
GC-PASS-100136,textile,2330.9,Coimbatore,sorted,Coimbatore Sorting Plant,"11.2968, 77.6197",04b43a03934021c24ca8eea5901e501579584afb2d23cc48967e3ad3da70847f
GC-PASS-100137,metal,3467.5,Tiruppur,sorted,Tiruppur Sorting Plant,"11.3296, 77.7190",5a5f822074b71ce95742408f64b23056bdff98b05828c7e4406e6d2a3c639462
GC-PASS-100138,plastic,3454.5,Chennai,recycled,Chennai Sorting Plant,"11.5432, 77.6145",8b9507fb8dd51202d26e8e9a3948d1bcd1198d10539973eda970cec9c9e1e381
GC-PASS-100139,paper,4040.7,Tiruppur,transported,Tiruppur Sorting Plant,"11.2276, 77.6811",253fe5d746cf0f66e340e6766125a444dbb42f68e528a6a1351f1e98aa40e32c
GC-PASS-100140,metal,3811.8,Coimbatore,recycled,Coimbatore Sorting Plant,"11.7809, 77.5621",85bf865ea282b0cb11f79cfa077681677b2ee2f6ea72459e9a5be5634e085fe3
GC-PASS-100141,battery,1299.6,Chennai,transported,Chennai Sorting Plant,"11.6870, 77.2531",c39d878b0ba1e0bb365f0e138faefe7b596074e89c8abd16d7dc0a19330a77ad
GC-PASS-100142,textile,4342.7,Chennai,transported,Chennai Sorting Plant,"11.4086, 77.6311",a2af7cfdf719a49c973d151531e8a23a9ac53989199e86fb8313c30208ded830
GC-PASS-100143,plastic,3700.2,Salem,sorted,Salem Sorting Plant,"11.2062, 77.2976",7ccce388be16496571ed7f21c1ef69be78eae517651f09559a53e1dee1fc6e94
GC-PASS-100144,plastic,1096.7,Coimbatore,processed,Coimbatore Sorting Plant,"11.5632, 77.7288",14f467a9c34ebf0103e27c891f30c21b56da1eff83492a8f6b9ecbf9104d3697
GC-PASS-100145,textile,2988.3,Salem,sorted,Salem Sorting Plant,"11.1066, 77.1232",f6444406e761b808dfecf9f397eed6285778572ac7766f576cbb6604a3fde856
GC-PASS-100146,textile,2423.9,Salem,sorted,Salem Sorting Plant,"11.5718, 77.8943",d000c2192d536b3582328a15d1d85798d5cdef911977499c1b7fed135bbb4949
GC-PASS-100147,plastic,2844.1,Coimbatore,generated,Coimbatore Sorting Plant,"11.3660, 77.6637",f951ced282c5e1b7a0e14276bd30e97244e68d7c4e8c088eb6308bd0e8730f48
