date,material,industry,quantity,price,month,season,demand_index
2024-01-13,textile,construction,4688.75,14.78,1,summer,6.14
2024-01-13,glass,automotive,2828.01,18.63,1,summer,5.19
2024-01-13,textile,automotive,3834.98,14.39,1,summer,5.15
2024-01-13,paper,packaging,4432.55,12.36,1,summer,5.99
2024-01-13,battery,construction,2964.83,144.09,1,summer,5.88
2024-01-14,paper,textiles,4797.56,11.49,1,summer,5.57
2024-01-14,organic,packaging,1229.19,4.78,1,summer,6.09
2024-01-14,metal,agriculture,3492.41,104.03,1,summer,5.33
2024-01-14,glass,packaging,1369.07,18.56,1,summer,6.8
2024-01-14,battery,construction,2015.22,151.79,1,summer,5.81
2024-01-14,glass,electronics,847.94,18.11,1,summer,6.06
2024-01-14,battery,electronics,4478.5,151.93,1,summer,5.39
2024-01-14,paper,automotive,1813.89,11.27,1,summer,4.78
2024-01-14,battery,automotive,2225.79,151.2,1,summer,5.96
2024-01-15,battery,electronics,1988.58,154.08,1,summer,5.45
2024-01-15,paper,agriculture,660.12,12.23,1,summer,5.52
2024-01-15,metal,automotive,4975.67,118.96,1,summer,5.72
2024-01-15,battery,textiles,3397.74,161.21,1,summer,6.17
2024-01-15,metal,packaging,1538.84,105.85,1,summer,5.12
2024-01-15,organic,automotive,2494.64,4.98,1,summer,5.1
2024-01-16,glass,automotive,3987.61,16.9,1,summer,6.13
2024-01-16,plastic,construction,2325.68,25.16,1,summer,5.96
2024-01-16,glass,agriculture,3663.82,17.79,1,summer,6.32
2024-01-16,plastic,packaging,2342.05,26.03,1,summer,5.33
2024-01-16,organic,agriculture,3021.9,5.25,1,summer,6.37
2024-01-16,paper,agriculture,3946.97,12.22,1,summer,5.57
2024-01-16,textile,agriculture,3604.53,14.83,1,summer,5.93
2024-01-16,textile,textiles,1843.22,14.1,1,summer,6.39
2024-01-16,plastic,agriculture,4928.5,26.44,1,summer,6.5
2024-01-16,paper,packaging,1118.72,11.98,1,summer,5.61
2024-01-17,metal,packaging,4643.32,111.01,1,summer,5.43
2024-01-17,battery,agriculture,3233.1,153.49,1,summer,5.21
2024-01-17,organic,packaging,3353.03,5.37,1,summer,5.89
2024-01-17,glass,textiles,3927.57,18.71,1,summer,6.01
2024-01-17,metal,construction,4033.47,117.51,1,summer,5.81
2024-01-17,paper,construction,512.19,11.79,1,summer,6.31
2024-01-17,organic,electronics,3956.4,4.87,1,summer,5.15
2024-01-17,metal,construction,4926.19,108.25,1,summer,5.84
2024-01-17,textile,electronics,3873.84,14.96,1,summer,5.4
2024-01-17,paper,agriculture,4640.0,12.04,1,summer,6.23
2024-01-17,paper,construction,1700.04,12.37,1,summer,5.97
2024-01-18,paper,construction,4137.81,12.67,1,summer,6.9
2024-01-18,textile,agriculture,3825.91,15.72,1,summer,6.07
2024-01-18,paper,construction,2101.73,12.44,1,summer,5.58
2024-01-18,plastic,construction,1190.49,24.73,1,summer,6.04
2024-01-18,battery,automotive,2204.64,157.22,1,summer,6.74
2024-01-18,paper,packaging,4087.77,12.43,1,summer,6.61
2024-01-18,organic,construction,586.54,4.88,1,summer,5.23
2024-01-18,battery,textiles,3772.88,146.96,1,summer,5.71
2024-01-18,battery,construction,3496.33,146.09,1,summer,6.19
2024-01-18,metal,packaging,1603.07,108.26,1,summer,6.62
2024-01-18,plastic,automotive,3077.49,24.37,1,summer,5.73
2024-01-18,battery,automotive,1661.22,145.51,1,summer,5.15
2024-01-18,glass,construction,4436.07,17.04,1,summer,5.24
2024-01-18,textile,electronics,3606.7,15.12,1,summer,5.95
2024-01-18,metal,agriculture,3320.61,98.9,1,summer,4.37
2024-01-19,battery,electronics,2070.68,162.05,1,summer,5.42
2024-01-19,battery,electronics,2570.57,149.65,1,summer,5.26
2024-01-19,plastic,textiles,916.59,24.55,1,summer,5.88
2024-01-19,textile,textiles,4413.42,15.07,1,summer,5.72
2024-01-19,glass,construction,4622.0,17.78,1,summer,5.48
2024-01-20,plastic,textiles,3363.38,23.9,1,summer,6.31
2024-01-20,paper,textiles,3501.84,13.23,1,summer,5.75
2024-01-20,organic,automotive,4257.52,4.77,1,summer,5.78
2024-01-20,textile,textiles,3369.65,15.93,1,summer,6.58
2024-01-20,metal,textiles,2780.47,109.63,1,summer,5.25
2024-01-20,battery,electronics,4288.87,151.74,1,summer,4.12
2024-01-20,organic,construction,3342.64,4.65,1,summer,5.2
2024-01-20,paper,electronics,717.9,11.01,1,summer,5.61
2024-01-21,plastic,packaging,4769.98,24.25,1,summer,5.65
2024-01-21,plastic,automotive,663.15,24.96,1,summer,5.96
2024-01-21,textile,agriculture,2341.9,15.45,1,summer,5.17
2024-01-21,textile,electronics,819.11,15.55,1,summer,6.44
2024-01-21,glass,electronics,4598.61,19.52,1,summer,5.96
2024-01-21,organic,agriculture,4425.84,4.79,1,summer,5.6
2024-01-21,organic,textiles,1417.03,4.84,1,summer,6.22
2024-01-21,glass,agriculture,3074.95,16.29,1,summer,6.41
2024-01-22,paper,automotive,1733.78,12.73,1,summer,5.44
2024-01-22,organic,packaging,3225.1,5.04,1,summer,4.99
2024-01-22,paper,electronics,4866.88,13.99,1,summer,6.17
2024-01-22,metal,agriculture,1791.99,110.55,1,summer,5.58
2024-01-23,metal,packaging,3285.92,118.43,1,summer,6.29
2024-01-23,plastic,packaging,643.98,27.16,1,summer,5.83
2024-01-23,glass,construction,4284.13,16.82,1,summer,6.08
2024-01-23,textile,packaging,2037.27,14.94,1,summer,5.61
2024-01-23,paper,automotive,658.56,12.79,1,summer,5.19
2024-01-23,metal,packaging,4771.16,108.22,1,summer,6.06
2024-01-24,glass,agriculture,2376.31,15.88,1,summer,5.33
2024-01-24,organic,automotive,959.28,5.09,1,summer,5.05
2024-01-24,glass,construction,3806.42,17.9,1,summer,5.78
2024-01-24,organic,textiles,4422.99,5.17,1,summer,5.84
2024-01-24,battery,automotive,1387.37,147.22,1,summer,5.38
2024-01-24,organic,electronics,4653.93,4.98,1,summer,5.49
2024-01-24,glass,electronics,677.19,18.85,1,summer,6.01
2024-01-24,glass,textiles,1743.77,17.89,1,summer,6.02
2024-01-24,glass,electronics,4726.38,18.31,1,summer,5.89
2024-01-24,battery,packaging,3631.23,165.87,1,summer,6.35
2024-01-24,glass,agriculture,1656.16,18.85,1,summer,5.71
2024-01-25,metal,automotive,4262.94,108.24,1,summer,5.66
2024-01-25,battery,agriculture,3405.62,150.35,1,summer,5.14
2024-01-25,textile,textiles,3637.74,14.83,1,summer,6.62
2024-01-25,textile,electronics,3211.02,14.64,1,summer,5.5
2024-01-25,plastic,textiles,3840.86,24.62,1,summer,5.8
2024-01-26,battery,automotive,1590.87,157.06,1,summer,5.92
2024-01-26,plastic,agriculture,652.95,24.39,1,summer,6.16
2024-01-26,metal,construction,3021.58,110.1,1,summer,5.6
2024-01-26,glass,agriculture,4979.8,16.54,1,summer,5.64
2024-01-27,glass,construction,660.7,17.69,1,summer,4.68
2024-01-27,organic,agriculture,3488.69,5.12,1,summer,5.77
2024-01-27,organic,electronics,2080.51,5.41,1,summer,5.93
2024-01-27,metal,automotive,693.95,107.81,1,summer,5.22
2024-01-27,plastic,automotive,3540.94,25.15,1,summer,4.95
2024-01-27,organic,construction,3825.97,5.33,1,summer,6.08
2024-01-27,glass,construction,3087.84,17.84,1,summer,5.71
2024-01-27,textile,agriculture,2749.93,16.27,1,summer,6.09
2024-01-27,plastic,automotive,3995.46,25.75,1,summer,5.39
2024-01-27,organic,electronics,860.65,5.01,1,summer,6.74
2024-01-28,metal,textiles,1536.74,105.15,1,summer,5.1
2024-01-28,textile,electronics,4294.86,14.09,1,summer,5.47
2024-01-28,paper,construction,802.29,12.35,1,summer,6.71
2024-01-28,metal,agriculture,2854.16,109.49,1,summer,6.49
2024-01-28,paper,textiles,3500.58,11.8,1,summer,5.54
2024-01-28,glass,automotive,2610.77,18.75,1,summer,4.89
2024-01-29,battery,automotive,4243.42,146.97,1,summer,5.72
2024-01-29,textile,textiles,2261.75,14.12,1,summer,5.49
2024-01-29,organic,electronics,730.18,5.07,1,summer,4.56
2024-01-29,glass,construction,2624.03,17.7,1,summer,5.25
2024-01-29,battery,electronics,4223.16,155.21,1,summer,6.38
2024-01-30,textile,automotive,4987.12,14.07,1,summer,5.03
2024-01-30,plastic,packaging,963.67,25.19,1,summer,6.25
2024-01-30,battery,packaging,4960.87,168.62,1,summer,6.35
2024-01-30,plastic,textiles,1087.26,22.81,1,summer,6.8
2024-01-30,battery,packaging,3508.34,146.67,1,summer,6.05
2024-01-30,glass,construction,3867.78,18.12,1,summer,5.52
2024-01-30,plastic,electronics,1004.89,25.37,1,summer,6.41
2024-01-30,battery,automotive,2956.37,140.92,1,summer,5.42
2024-01-31,battery,automotive,563.07,155.42,1,summer,5.87
2024-01-31,glass,packaging,864.88,17.44,1,summer,6.34
2024-01-31,glass,agriculture,585.94,18.83,1,summer,6.52
2024-01-31,textile,electronics,1652.2,14.61,1,summer,6.23
2024-01-31,paper,agriculture,4323.68,12.16,1,summer,6.32
2024-01-31,glass,construction,3914.44,18.26,1,summer,5.16
2024-01-31,paper,packaging,1596.69,11.9,1,summer,4.85
2024-01-31,glass,electronics,1640.72,16.25,1,summer,6.26
2024-01-31,battery,packaging,2144.26,134.28,1,summer,5.03
2024-01-31,paper,automotive,973.35,11.43,1,summer,5.56
2024-01-31,glass,textiles,2496.92,17.63,1,summer,5.74
2024-01-31,paper,agriculture,862.77,12.72,1,summer,5.97
2024-02-01,textile,construction,579.36,15.11,2,monsoon,7.09
2024-02-01,plastic,packaging,4844.48,24.73,2,monsoon,5.4
2024-02-01,organic,construction,2089.34,4.66,2,monsoon,6.02
2024-02-01,metal,automotive,2737.09,99.17,2,monsoon,6.4
2024-02-01,battery,packaging,2339.33,139.01,2,monsoon,6.85
2024-02-01,metal,electronics,3419.36,101.06,2,monsoon,6.65
2024-02-01,organic,agriculture,4180.2,4.85,2,monsoon,6.26
2024-02-02,textile,textiles,3503.88,13.55,2,monsoon,6.53
2024-02-02,textile,packaging,2447.45,12.66,2,monsoon,6.99
2024-02-02,organic,textiles,718.24,4.71,2,monsoon,5.66
2024-02-02,paper,packaging,2010.58,11.62,2,monsoon,6.93
2024-02-03,paper,electronics,4333.26,10.82,2,monsoon,5.62
2024-02-03,battery,construction,2219.24,144.96,2,monsoon,5.66
2024-02-03,metal,automotive,2779.49,100.65,2,monsoon,5.54
2024-02-03,textile,construction,3015.53,13.13,2,monsoon,6.46
2024-02-03,battery,textiles,4903.04,144.74,2,monsoon,6.28
2024-02-03,paper,packaging,2480.67,12.03,2,monsoon,6.45
2024-02-04,organic,construction,1126.22,4.42,2,monsoon,5.6
2024-02-04,textile,automotive,4029.64,14.14,2,monsoon,5.73
2024-02-04,battery,automotive,2483.85,144.46,2,monsoon,6.68
2024-02-04,paper,automotive,3146.42,10.5,2,monsoon,7.12
2024-02-04,glass,agriculture,3967.46,14.03,2,monsoon,6.56
2024-02-04,textile,agriculture,1123.71,12.26,2,monsoon,6.33
2024-02-04,paper,construction,2646.36,10.72,2,monsoon,5.26
2024-02-04,organic,packaging,3187.46,4.22,2,monsoon,5.87
2024-02-04,textile,agriculture,1700.63,11.58,2,monsoon,5.98
2024-02-05,battery,agriculture,1970.05,139.46,2,monsoon,5.67
2024-02-05,organic,textiles,3533.9,4.33,2,monsoon,6.15
2024-02-05,battery,electronics,676.64,143.05,2,monsoon,5.95
2024-02-05,organic,textiles,2848.03,4.35,2,monsoon,5.97
2024-02-06,battery,automotive,2287.55,134.12,2,monsoon,6.92
2024-02-06,plastic,agriculture,1785.46,23.5,2,monsoon,6.64
2024-02-06,paper,agriculture,4911.34,11.22,2,monsoon,6.42
2024-02-06,textile,electronics,2644.81,14.44,2,monsoon,6.72
2024-02-06,glass,automotive,2987.44,16.5,2,monsoon,6.4
2024-02-06,glass,electronics,1872.06,15.93,2,monsoon,6.25
2024-02-07,battery,textiles,2126.32,132.95,2,monsoon,6.91
2024-02-07,plastic,construction,4916.2,23.28,2,monsoon,6.27
2024-02-07,battery,electronics,4191.63,129.39,2,monsoon,6.87
2024-02-07,battery,electronics,3489.63,131.17,2,monsoon,6.19
2024-02-07,battery,agriculture,2080.15,142.36,2,monsoon,6.19
2024-02-07,textile,textiles,4490.48,13.83,2,monsoon,7.21
2024-02-08,paper,electronics,4569.5,9.74,2,monsoon,6.71
2024-02-08,metal,construction,4183.14,92.68,2,monsoon,7.13
2024-02-08,organic,electronics,581.36,4.77,2,monsoon,5.29
2024-02-08,glass,automotive,1640.11,16.44,2,monsoon,6.04
2024-02-08,battery,electronics,849.94,142.39,2,monsoon,6.09
2024-02-08,textile,textiles,2095.45,13.6,2,monsoon,6.61
2024-02-08,organic,construction,4987.94,4.47,2,monsoon,6.04
2024-02-09,plastic,packaging,2441.97,22.53,2,monsoon,7.16
2024-02-09,textile,textiles,3880.36,13.96,2,monsoon,5.85
2024-02-10,metal,automotive,2050.98,98.42,2,monsoon,7.09
2024-02-10,metal,agriculture,652.19,99.8,2,monsoon,5.21
2024-02-10,paper,packaging,644.97,9.64,2,monsoon,6.19
2024-02-10,battery,automotive,3543.08,142.27,2,monsoon,6.38
2024-02-10,metal,packaging,2289.84,93.36,2,monsoon,5.81
2024-02-10,textile,packaging,2993.8,14.27,2,monsoon,6.62
2024-02-11,battery,construction,3580.65,137.42,2,monsoon,6.42
2024-02-11,paper,automotive,4041.39,10.71,2,monsoon,6.12
2024-02-11,glass,packaging,3279.9,16.89,2,monsoon,5.99
2024-02-11,metal,packaging,3760.74,104.36,2,monsoon,5.97
2024-02-11,textile,textiles,3328.26,13.92,2,monsoon,5.76
2024-02-11,glass,automotive,4364.18,14.35,2,monsoon,6.92
2024-02-11,plastic,textiles,2112.45,22.44,2,monsoon,6.21
2024-02-11,textile,textiles,2693.76,14.56,2,monsoon,5.74
2024-02-11,plastic,agriculture,1960.04,21.23,2,monsoon,6.42
2024-02-12,plastic,agriculture,3704.62,20.88,2,monsoon,6.01
2024-02-12,metal,packaging,3086.4,104.47,2,monsoon,6.12
2024-02-12,battery,agriculture,1824.13,122.26,2,monsoon,6.78
2024-02-12,textile,textiles,679.77,14.31,2,monsoon,6.16
2024-02-12,organic,textiles,2546.93,4.65,2,monsoon,6.52
2024-02-13,battery,automotive,3678.05,133.25,2,monsoon,7.13
2024-02-13,battery,electronics,1276.96,140.66,2,monsoon,6.44
2024-02-13,plastic,textiles,1060.24,20.29,2,monsoon,6.41
2024-02-13,organic,textiles,1641.62,5.1,2,monsoon,6.33
2024-02-13,plastic,agriculture,4408.14,22.92,2,monsoon,6.56
2024-02-14,plastic,electronics,4203.89,22.45,2,monsoon,6.1
2024-02-14,organic,automotive,3954.23,4.79,2,monsoon,6.4
2024-02-14,textile,textiles,4470.21,13.52,2,monsoon,5.8
2024-02-14,glass,textiles,4094.78,16.43,2,monsoon,6.38
2024-02-15,battery,packaging,2200.18,132.91,2,monsoon,6.88
2024-02-15,textile,electronics,3208.63,14.41,2,monsoon,6.73
2024-02-16,plastic,construction,1062.07,22.49,2,monsoon,6.77
2024-02-16,textile,textiles,4931.86,13.05,2,monsoon,7.11
2024-02-16,glass,construction,1742.34,15.44,2,monsoon,6.34
2024-02-16,glass,packaging,4202.35,17.12,2,monsoon,7.38
2024-02-16,organic,construction,4412.09,3.98,2,monsoon,6.29
2024-02-16,organic,construction,3605.59,4.73,2,monsoon,6.27
2024-02-16,metal,textiles,4087.2,88.69,2,monsoon,6.1
2024-02-16,metal,textiles,3732.7,106.34,2,monsoon,5.59
2024-02-16,plastic,construction,4349.57,22.2,2,monsoon,7.34
2024-02-16,battery,packaging,2997.05,127.01,2,monsoon,6.3
2024-02-16,plastic,construction,1731.81,23.06,2,monsoon,6.38
2024-02-17,battery,automotive,3656.57,132.36,2,monsoon,6.62
2024-02-17,organic,construction,1963.32,4.7,2,monsoon,7.08
2024-02-17,organic,textiles,3422.87,5.12,2,monsoon,5.88
2024-02-17,metal,packaging,2011.82,91.49,2,monsoon,6.5
2024-02-17,battery,packaging,2652.62,142.76,2,monsoon,6.65
2024-02-17,organic,packaging,3442.19,4.42,2,monsoon,6.36
2024-02-18,organic,packaging,4248.79,4.46,2,monsoon,7.31
2024-02-18,battery,agriculture,1776.21,141.45,2,monsoon,6.58
2024-02-18,textile,packaging,3467.47,13.44,2,monsoon,6.66
2024-02-18,textile,construction,4473.39,14.03,2,monsoon,6.61
2024-02-18,battery,construction,1299.51,135.55,2,monsoon,6.93
2024-02-18,paper,automotive,1198.98,10.47,2,monsoon,6.77
2024-02-18,paper,packaging,3003.67,9.23,2,monsoon,6.32
2024-02-19,battery,automotive,4173.67,132.67,2,monsoon,6.48
2024-02-19,metal,agriculture,1199.31,95.37,2,monsoon,6.53
2024-02-19,battery,automotive,2674.83,138.19,2,monsoon,7.28
2024-02-20,plastic,agriculture,3281.41,22.42,2,monsoon,6.03
2024-02-20,paper,automotive,1559.62,10.99,2,monsoon,5.91
2024-02-20,battery,agriculture,507.11,134.84,2,monsoon,5.54
2024-02-20,battery,packaging,4355.76,118.72,2,monsoon,6.15
2024-02-20,glass,electronics,3927.74,15.68,2,monsoon,7.48
2024-02-20,glass,construction,2447.02,16.46,2,monsoon,7.15
2024-02-20,textile,packaging,4672.82,14.94,2,monsoon,7.54
2024-02-20,glass,construction,4704.65,16.12,2,monsoon,6.8
2024-02-21,battery,packaging,616.53,138.3,2,monsoon,5.54
2024-02-21,organic,agriculture,3898.91,4.37,2,monsoon,6.34
2024-02-21,battery,construction,2657.67,139.7,2,monsoon,5.95
2024-02-21,glass,automotive,1803.1,14.43,2,monsoon,6.66
2024-02-21,glass,textiles,729.67,15.5,2,monsoon,6.96
2024-02-21,organic,agriculture,4091.77,4.36,2,monsoon,7.02
2024-02-21,organic,textiles,3665.21,4.76,2,monsoon,6.01
2024-02-22,battery,agriculture,3057.6,132.95,2,monsoon,5.99
2024-02-22,textile,textiles,2704.69,12.25,2,monsoon,6.55
2024-02-22,metal,construction,1421.12,94.96,2,monsoon,6.87
2024-02-23,textile,agriculture,4786.71,13.36,2,monsoon,7.04
2024-02-23,glass,electronics,845.25,15.32,2,monsoon,6.41
2024-02-23,paper,automotive,1004.38,10.41,2,monsoon,6.83
2024-02-23,paper,packaging,962.77,10.84,2,monsoon,5.91
2024-02-23,battery,construction,3876.59,128.75,2,monsoon,6.53
2024-02-23,organic,automotive,2832.17,4.66,2,monsoon,7.64
2024-02-24,paper,textiles,1019.13,10.75,2,monsoon,6.96
2024-02-24,battery,textiles,3449.7,119.23,2,monsoon,5.28
2024-02-24,glass,automotive,1408.53,14.73,2,monsoon,5.59
2024-02-24,organic,textiles,735.45,4.52,2,monsoon,6.73
2024-02-24,metal,textiles,3388.37,108.74,2,monsoon,7.34
2024-02-24,paper,textiles,2917.9,10.9,2,monsoon,6.78
2024-02-24,glass,agriculture,2756.17,17.64,2,monsoon,7.14
2024-02-24,organic,electronics,2179.89,4.71,2,monsoon,5.75
2024-02-24,paper,electronics,2872.79,10.11,2,monsoon,6.03
2024-02-25,metal,electronics,2585.26,92.55,2,monsoon,6.6
2024-02-25,organic,electronics,1968.14,4.25,2,monsoon,6.04
2024-02-25,organic,electronics,2347.69,4.7,2,monsoon,6.63
2024-02-25,metal,electronics,3246.85,108.84,2,monsoon,6.79
2024-02-25,plastic,textiles,1856.29,22.32,2,monsoon,6.35
2024-02-25,battery,construction,810.23,143.74,2,monsoon,6.56
2024-02-26,plastic,agriculture,3719.53,21.73,2,monsoon,6.82
2024-02-26,paper,textiles,2225.82,11.07,2,monsoon,6.56
2024-02-26,glass,textiles,2401.45,17.89,2,monsoon,6.91
2024-02-26,plastic,electronics,4997.73,23.14,2,monsoon,5.63
2024-02-26,glass,textiles,2310.47,16.23,2,monsoon,6.96
2024-02-26,textile,textiles,2651.48,14.07,2,monsoon,7.34
2024-02-26,organic,construction,3067.66,4.4,2,monsoon,6.54
2024-02-26,battery,textiles,1099.97,137.33,2,monsoon,6.59
2024-02-26,metal,construction,2087.46,96.87,2,monsoon,6.8
2024-02-26,glass,construction,2174.92,16.22,2,monsoon,6.75
2024-02-26,plastic,textiles,2135.14,22.72,2,monsoon,5.82
2024-02-26,paper,textiles,4112.75,11.67,2,monsoon,5.82
2024-02-27,battery,construction,4275.5,128.46,2,monsoon,6.24
2024-02-27,plastic,automotive,3678.03,21.95,2,monsoon,5.55
2024-02-27,metal,packaging,4350.33,101.97,2,monsoon,6.42
2024-02-27,metal,automotive,4956.2,103.74,2,monsoon,6.86
2024-02-27,paper,textiles,3952.38,11.13,2,monsoon,6.79
2024-02-28,battery,automotive,4266.16,129.37,2,monsoon,6.68
2024-02-28,plastic,agriculture,1467.11,23.56,2,monsoon,6.35
2024-02-28,organic,agriculture,1080.83,4.67,2,monsoon,5.8
2024-02-28,paper,electronics,4868.01,11.02,2,monsoon,5.83
2024-02-28,metal,automotive,2013.98,102.24,2,monsoon,6.79
2024-02-28,plastic,construction,547.11,22.49,2,monsoon,6.62
2024-02-28,glass,construction,792.16,17.04,2,monsoon,6.46
2024-02-28,organic,automotive,4868.84,4.64,2,monsoon,5.81
2024-02-28,glass,automotive,3661.83,16.24,2,monsoon,6.73
2024-02-29,textile,packaging,3819.38,14.28,2,monsoon,6.7
2024-02-29,plastic,agriculture,2538.49,24.8,2,monsoon,6.48
2024-02-29,metal,textiles,2098.94,96.49,2,monsoon,6.52
2024-02-29,glass,automotive,4966.69,15.83,2,monsoon,6.5
2024-03-01,textile,packaging,2803.01,16.38,3,winter,6.74
2024-03-01,plastic,construction,639.81,27.22,3,winter,6.56
2024-03-01,organic,textiles,710.56,5.31,3,winter,6.63
2024-03-01,textile,agriculture,1116.42,16.93,3,winter,6.76
2024-03-01,paper,automotive,4047.16,14.75,3,winter,6.13
2024-03-01,plastic,automotive,4334.66,29.19,3,winter,7.88
2024-03-02,battery,automotive,2774.96,154.98,3,winter,7.2
2024-03-02,plastic,automotive,1644.86,28.81,3,winter,6.5
2024-03-03,organic,packaging,1504.02,5.29,3,winter,6.74
2024-03-03,glass,construction,843.32,19.65,3,winter,6.98
2024-03-03,glass,agriculture,4175.43,20.61,3,winter,6.64
2024-03-03,plastic,textiles,1199.81,27.69,3,winter,6.5
2024-03-03,glass,construction,1778.13,19.6,3,winter,6.78
2024-03-03,paper,textiles,1225.57,14.42,3,winter,6.97
2024-03-03,glass,construction,2013.53,21.65,3,winter,6.53
2024-03-03,plastic,construction,4231.24,26.63,3,winter,6.69
2024-03-04,glass,automotive,552.29,19.64,3,winter,6.29
2024-03-04,paper,construction,3188.34,13.01,3,winter,6.46
