transaction_id,buyer,seller,material,quantity,price,timestamp,distance,trust_score,payment_delay,duplicate_contract,fraud_label
TX-100067,EcoFibre Ltd,Salem Steel,metal,5129.49,113.69,2026-06-22T14:11:50.212575,251.9,4.5,2,False,0
TX-100068,Tiruppur Textiles,Salem Scrap Yard,paper,2453.88,11.91,2026-05-07T14:11:50.212689,359.4,6.7,17,False,0
TX-100069,Kovai Paper Mills,Chennai Polymers,metal,5004.36,102.28,2026-04-06T14:11:50.212784,159.6,5.2,11,False,0
TX-100070,Electro-Recycle,Chennai Polymers,battery,1196.73,124.58,2026-06-28T14:11:50.212876,158.8,9.3,3,False,0
TX-100071,EcoFibre Ltd,Chennai Polymers,metal,1868.41,104.88,2026-07-09T14:11:50.212944,370.7,6.0,10,False,0
TX-100072,EcoFibre Ltd,Chennai Polymers,textile,3740.15,11.34,2026-06-13T14:11:50.213003,229.0,8.1,9,False,0
TX-100073,Tiruppur Textiles,Salem Steel,battery,7374.89,123.23,2026-04-22T14:11:50.213060,32.2,5.6,1,False,0
TX-100074,Tiruppur Textiles,Salem Scrap Yard,metal,6103.65,117.81,2026-04-10T14:11:50.213121,32.7,4.9,19,False,0
TX-100075,Electro-Recycle,Salem Steel,battery,4303.7,143.53,2026-05-27T14:11:50.213180,52.7,6.6,3,False,0
TX-100076,Tiruppur Textiles,Coimbatore E-Hub,textile,1540.04,13.43,2026-05-07T14:11:50.213240,44.7,7.2,25,False,0
TX-100077,Tiruppur Textiles,Salem Scrap Yard,metal,6334.45,102.23,2026-04-10T14:11:50.213299,226.8,4.5,15,False,0
TX-100078,Kovai Paper Mills,Salem Scrap Yard,plastic,4559.22,16.95,2026-04-12T14:11:50.213354,405.3,7.6,27,False,0
TX-100079,EcoFibre Ltd,Chennai Polymers,plastic,1974.09,17.73,2026-04-27T14:11:50.213411,50.3,4.9,23,False,0
TX-100080,Electro-Recycle,Salem Steel,plastic,733.85,14.99,2026-05-16T14:11:50.213468,442.2,4.7,2,False,0
TX-100081,Kovai Paper Mills,Coimbatore E-Hub,plastic,3976.92,21.37,2026-07-22T14:11:50.213540,326.7,8.8,2,False,0
TX-100082,EcoFibre Ltd,Coimbatore E-Hub,textile,6178.99,11.32,2026-07-29T14:11:50.213655,194.3,7.0,17,False,0
TX-100083,EcoFibre Ltd,Salem Steel,textile,4098.22,10.8,2026-06-10T14:11:50.213779,419.7,5.9,3,False,0
TX-100084,Kovai Paper Mills,Salem Steel,textile,600.66,11.28,2026-06-22T14:11:50.213861,308.3,8.5,11,False,0
TX-100085,Electro-Recycle,Coimbatore E-Hub,plastic,6820.75,21.52,2026-07-21T14:11:50.213932,337.0,6.4,21,False,0
TX-100086,EcoFibre Ltd,Salem Scrap Yard,battery,625.32,146.83,2026-05-31T14:11:50.214026,379.6,4.8,9,False,0
TX-100087,EcoFibre Ltd,Coimbatore E-Hub,textile,1572.6,13.9,2026-06-18T14:11:50.214185,109.9,7.7,4,False,0
TX-100088,Tiruppur Textiles,Salem Steel,battery,5030.4,107.43,2026-05-13T14:11:50.214363,262.0,6.1,15,False,0
TX-100089,Tiruppur Textiles,Salem Scrap Yard,battery,4388.51,161.15,2026-05-27T14:11:50.214487,197.0,6.0,19,False,0
TX-100090,Kovai Paper Mills,Coimbatore E-Hub,textile,4013.85,12.58,2026-06-27T14:11:50.214646,449.0,8.4,5,False,0
TX-100091,EcoFibre Ltd,Salem Scrap Yard,metal,6123.42,115.83,2026-06-13T14:11:50.214758,395.2,6.0,6,False,0
TX-100092,Kovai Paper Mills,Chennai Polymers,paper,3238.57,9.56,2026-04-06T14:11:50.214906,107.0,8.3,2,False,0
TX-100093,Electro-Recycle,Salem Scrap Yard,paper,5757.81,10.38,2026-07-24T14:11:50.215001,271.6,8.9,10,False,0
TX-100094,Kovai Paper Mills,Coimbatore E-Hub,metal,7583.54,102.8,2026-06-17T14:11:50.215089,230.1,7.6,15,False,0
TX-100095,Kovai Paper Mills,Salem Scrap Yard,paper,7358.13,8.87,2026-06-29T14:11:50.215175,356.6,4.1,10,False,0
TX-100096,EcoFibre Ltd,Chennai Polymers,battery,5917.91,126.15,2026-07-29T14:11:50.215261,443.3,8.9,22,False,0
TX-100097,Electro-Recycle,Salem Steel,battery,4771.08,138.24,2026-06-03T14:11:50.215347,182.6,4.3,9,False,0
TX-100098,Tiruppur Textiles,Salem Steel,plastic,1002.71,22.1,2026-07-13T14:11:50.215423,415.7,6.7,27,False,0
TX-100099,Kovai Paper Mills,Coimbatore E-Hub,battery,3674.27,136.54,2026-04-04T14:11:50.215490,67.7,5.0,7,False,0
TX-100100,Kovai Paper Mills,Chennai Polymers,plastic,6265.92,77.43,2026-04-03T14:11:50.215569,99.6,7.0,17,False,1
TX-100101,EcoFibre Ltd,Salem Scrap Yard,textile,1557.26,11.14,2026-06-04T14:11:50.215630,138.3,5.8,23,False,0
TX-100102,Electro-Recycle,Salem Steel,textile,5037.31,13.3,2026-05-25T14:11:50.215691,266.4,5.7,19,False,0
TX-100103,EcoFibre Ltd,Salem Scrap Yard,plastic,3266.03,19.21,2026-06-05T14:11:50.215752,254.0,4.9,1,False,0
TX-100104,Electro-Recycle,Coimbatore E-Hub,metal,2238.88,88.89,2026-07-22T14:11:50.215811,16.3,4.9,18,False,0
TX-100105,Tiruppur Textiles,Chennai Polymers,battery,1925.49,164.53,2026-04-20T14:11:50.215871,304.0,4.1,22,False,0
TX-100106,Electro-Recycle,Coimbatore E-Hub,plastic,4498.1,21.72,2026-05-23T14:11:50.215934,445.0,7.6,14,False,0
TX-100107,Kovai Paper Mills,Chennai Polymers,textile,3310.5,12.75,2026-07-07T14:11:50.216000,149.2,4.5,10,False,0
TX-100108,Tiruppur Textiles,Coimbatore E-Hub,textile,7023.91,13.64,2026-07-28T14:11:50.216069,410.2,7.7,11,False,0
TX-100109,Electro-Recycle,Coimbatore E-Hub,paper,6662.17,10.96,2026-06-16T14:11:50.216134,158.6,8.6,9,False,0
TX-100110,Electro-Recycle,Salem Scrap Yard,metal,6132.49,109.72,2026-07-21T14:11:50.216194,360.9,6.5,19,False,0
TX-100111,Kovai Paper Mills,Salem Steel,textile,3280.15,11.96,2026-04-12T14:11:50.216261,102.0,1.2,14,False,1
TX-100112,EcoFibre Ltd,Coimbatore E-Hub,textile,245.29,10.04,2026-04-04T14:11:50.216321,251.6,7.8,26,False,0
TX-100113,EcoFibre Ltd,Salem Steel,textile,2183.1,12.66,2026-06-07T14:11:50.216379,123.6,8.3,2,False,0
TX-100114,Electro-Recycle,Salem Steel,textile,6721.05,13.68,2026-06-09T14:11:50.216440,192.8,6.1,22,False,0
TX-100115,Tiruppur Textiles,Salem Scrap Yard,battery,2038.26,133.06,2026-06-21T14:11:50.216523,178.2,5.7,4,False,0
TX-100116,Kovai Paper Mills,Coimbatore E-Hub,metal,3233.53,82.45,2026-05-29T14:11:50.216647,245.2,5.0,20,False,0
TX-100117,Electro-Recycle,Chennai Polymers,battery,2740.53,138.27,2026-07-29T14:11:50.216731,348.1,4.6,9,False,0
TX-100118,Tiruppur Textiles,Chennai Polymers,battery,4826.46,128.84,2026-04-23T14:11:50.216822,39.6,4.0,19,False,0
TX-100119,Kovai Paper Mills,Coimbatore E-Hub,textile,823.5,11.91,2026-04-08T14:11:50.216931,413.2,4.8,10,False,0
TX-100120,Electro-Recycle,Salem Scrap Yard,battery,5884.58,147.84,2026-07-18T14:11:50.217036,313.1,9.0,25,False,0
TX-100121,Electro-Recycle,Coimbatore E-Hub,metal,507.61,110.81,2026-07-07T14:11:50.217153,303.1,4.3,16,False,0
TX-100122,EcoFibre Ltd,Chennai Polymers,metal,2571.55,103.58,2026-05-09T14:11:50.217252,90.7,4.7,27,False,0
TX-100123,Electro-Recycle,Salem Steel,paper,6771.94,9.41,2026-07-06T14:11:50.217341,147.0,8.9,17,False,0
TX-100124,Electro-Recycle,Salem Scrap Yard,paper,3900.39,10.08,2026-04-08T14:11:50.217428,201.3,6.4,7,False,0
TX-100125,Kovai Paper Mills,Chennai Polymers,plastic,5929.06,22.03,2026-06-05T14:11:50.217516,236.5,6.5,12,False,0
TX-100126,Electro-Recycle,Salem Steel,metal,268.03,100.82,2026-07-01T14:11:50.217604,422.9,8.7,7,False,0
TX-100127,EcoFibre Ltd,Chennai Polymers,textile,397.01,13.28,2026-07-05T14:11:50.217718,218.5,1.5,12,False,1
TX-100128,Electro-Recycle,Coimbatore E-Hub,paper,5926.9,9.58,2026-06-23T14:11:50.217835,162.8,5.7,4,False,0
TX-100129,Tiruppur Textiles,Salem Scrap Yard,plastic,7291.68,19.44,2026-07-18T14:11:50.217933,25.1,4.6,25,False,0
TX-100130,Electro-Recycle,Salem Steel,textile,6312.13,11.8,2026-04-23T14:11:50.218039,396.2,9.6,11,False,0
TX-100131,Tiruppur Textiles,Coimbatore E-Hub,paper,613.39,9.17,2026-04-12T14:11:50.218166,183.7,8.9,22,False,0
TX-100132,EcoFibre Ltd,Salem Steel,battery,1494.57,131.28,2026-05-04T14:11:50.218303,351.9,6.1,5,False,0
TX-100133,Tiruppur Textiles,Chennai Polymers,battery,4818.47,132.22,2026-05-29T14:11:50.218404,238.6,5.5,3,False,0
TX-100134,Tiruppur Textiles,Salem Scrap Yard,battery,6545.08,130.13,2026-07-19T14:11:50.218489,244.0,7.5,14,False,0
TX-100135,Tiruppur Textiles,Salem Scrap Yard,battery,2256.38,130.15,2026-07-21T14:11:50.218572,217.1,4.3,2,False,0
TX-100136,Electro-Recycle,Salem Scrap Yard,plastic,4451.77,19.65,2026-07-12T14:11:50.218654,170.8,5.5,5,False,0
TX-100137,EcoFibre Ltd,Chennai Polymers,paper,964.8,9.2,2026-04-25T14:11:50.218738,403.0,9.8,18,False,0
TX-100138,EcoFibre Ltd,Chennai Polymers,battery,6614.98,158.53,2026-05-11T14:11:50.218821,256.8,5.6,6,False,0
TX-100139,Kovai Paper Mills,Salem Scrap Yard,plastic,1342.99,17.74,2026-06-18T14:11:50.218926,76.4,6.0,13,False,0
TX-100140,Kovai Paper Mills,Coimbatore E-Hub,battery,6046.46,137.66,2026-05-13T14:11:50.219030,154.1,8.4,18,False,0
TX-100141,Tiruppur Textiles,Chennai Polymers,paper,150.45,10.15,2026-04-17T14:11:50.219123,132.7,7.6,17,False,0
TX-100142,Electro-Recycle,Salem Steel,paper,171.67,43.55,2026-05-31T14:11:50.219250,131.1,4.1,9,False,1
TX-100143,Electro-Recycle,Salem Steel,textile,909.83,12.23,2026-05-27T14:11:50.219358,422.1,8.1,18,False,0
TX-100144,Tiruppur Textiles,Salem Scrap Yard,plastic,4699.15,107.48,2026-04-22T14:11:50.219500,25.4,9.1,15,False,1
TX-100145,Kovai Paper Mills,Chennai Polymers,paper,294.24,8.48,2026-05-16T14:11:50.219615,14.8,5.9,15,False,0
TX-100146,EcoFibre Ltd,Coimbatore E-Hub,metal,1355.61,106.78,2026-07-01T14:11:50.219749,50.5,9.0,15,False,0
TX-100147,Electro-Recycle,Salem Scrap Yard,metal,6205.3,99.52,2026-04-13T14:11:50.219871,107.4,4.8,3,True,1
TX-100148,Kovai Paper Mills,Salem Scrap Yard,textile,7554.57,14.22,2026-06-02T14:11:50.219992,181.9,5.6,3,False,0
TX-100149,Kovai Paper Mills,Salem Steel,metal,1783.53,89.3,2026-04-13T14:11:50.220062,18.9,7.8,12,False,0
TX-100150,Kovai Paper Mills,Coimbatore E-Hub,paper,1565.65,10.34,2026-04-28T14:11:50.220310,348.1,9.0,20,False,0
TX-100151,Kovai Paper Mills,Salem Scrap Yard,textile,7303.5,12.55,2026-05-13T14:11:50.220396,435.5,5.1,15,False,0
TX-100152,Electro-Recycle,Chennai Polymers,paper,2055.57,8.51,2026-05-03T14:11:50.220467,76.6,7.8,21,False,0
TX-100153,Kovai Paper Mills,Coimbatore E-Hub,textile,1281.69,12.38,2026-04-26T14:11:50.220531,211.7,8.0,18,False,0
TX-100154,EcoFibre Ltd,Salem Scrap Yard,battery,5590.36,145.21,2026-05-15T14:11:50.220595,22.6,6.8,24,False,0
TX-100155,Tiruppur Textiles,Salem Steel,paper,5649.47,10.48,2026-06-27T14:11:50.220660,254.0,4.1,1,False,0
TX-100156,Tiruppur Textiles,Chennai Polymers,plastic,6613.66,17.23,2026-04-23T14:11:50.220724,440.0,5.2,26,False,0
TX-100157,EcoFibre Ltd,Coimbatore E-Hub,paper,926.09,8.89,2026-05-18T14:11:50.220791,288.2,8.2,6,False,0
TX-100158,Electro-Recycle,Coimbatore E-Hub,plastic,5701.58,20.79,2026-05-16T14:11:50.220878,361.8,6.0,27,False,0
TX-100159,Kovai Paper Mills,Salem Scrap Yard,paper,4820.06,10.68,2026-07-16T14:11:50.220949,353.8,6.8,9,False,0
TX-100160,Electro-Recycle,Salem Steel,paper,2052.12,8.97,2026-05-21T14:11:50.221016,356.4,7.9,19,False,0
TX-100161,EcoFibre Ltd,Coimbatore E-Hub,textile,7971.04,11.36,2026-05-30T14:11:50.221083,438.8,7.8,10,False,0
TX-100162,Tiruppur Textiles,Salem Steel,plastic,6739.57,22.26,2026-06-10T14:11:50.221157,284.8,8.3,20,False,0
TX-100163,Tiruppur Textiles,Coimbatore E-Hub,plastic,3565.06,19.45,2026-06-24T14:11:50.221228,327.7,6.9,2,False,0
TX-100164,EcoFibre Ltd,Coimbatore E-Hub,metal,7937.85,91.12,2026-04-22T14:11:50.221294,175.8,6.7,21,False,0
TX-100165,EcoFibre Ltd,Salem Scrap Yard,paper,7281.36,8.64,2026-06-23T14:11:50.221363,85.0,5.4,14,False,0
TX-100166,Tiruppur Textiles,Salem Steel,textile,3553.61,11.76,2026-05-21T14:11:50.221440,268.8,7.4,20,False,0
TX-100167,Tiruppur Textiles,Coimbatore E-Hub,plastic,7758.36,18.3,2026-06-04T14:11:50.221508,119.9,7.9,1,False,0
TX-100168,Kovai Paper Mills,Chennai Polymers,battery,7081.31,113.14,2026-07-10T14:11:50.221573,204.7,7.9,9,False,0
TX-100169,Kovai Paper Mills,Coimbatore E-Hub,paper,5683.54,9.34,2026-06-13T14:11:50.221641,79.3,5.0,25,False,0
TX-100170,Tiruppur Textiles,Salem Scrap Yard,textile,6276.14,11.44,2026-04-07T14:11:50.221710,389.6,7.3,27,False,0
TX-100171,EcoFibre Ltd,Salem Steel,plastic,4296.24,23.58,2026-04-20T14:11:50.221776,421.8,4.2,23,False,0
TX-100172,Tiruppur Textiles,Coimbatore E-Hub,textile,916.14,14.06,2026-04-23T14:11:50.221836,181.8,6.8,27,False,0
TX-100173,Tiruppur Textiles,Salem Steel,textile,6956.55,12.93,2026-06-22T14:11:50.221897,207.4,7.0,18,False,0
TX-100174,Kovai Paper Mills,Coimbatore E-Hub,textile,1233.98,12.08,2026-04-25T14:11:50.221967,77.3,5.1,23,False,0
TX-100175,EcoFibre Ltd,Chennai Polymers,metal,5326.9,101.21,2026-07-04T14:11:50.222035,440.5,6.2,18,False,0
TX-100176,Kovai Paper Mills,Coimbatore E-Hub,plastic,340.06,20.4,2026-06-12T14:11:50.222104,306.0,5.3,16,False,0
TX-100177,Tiruppur Textiles,Chennai Polymers,metal,2853.73,104.49,2026-05-02T14:11:50.222167,75.9,7.6,9,False,0
TX-100178,Kovai Paper Mills,Chennai Polymers,plastic,814.81,18.79,2026-05-21T14:11:50.222225,294.5,8.5,4,False,0
TX-100179,EcoFibre Ltd,Salem Steel,textile,6402.73,11.61,2026-05-20T14:11:50.222280,198.8,8.8,24,False,0
TX-100180,Tiruppur Textiles,Chennai Polymers,plastic,2995.05,23.19,2026-06-25T14:11:50.222334,177.9,6.6,17,False,0
TX-100181,Kovai Paper Mills,Salem Steel,metal,4737.79,91.53,2026-07-27T14:11:50.222389,80.0,7.8,2,False,0
TX-100182,Tiruppur Textiles,Salem Steel,metal,3885.54,86.1,2026-05-04T14:11:50.222444,263.2,7.1,15,False,0
TX-100183,EcoFibre Ltd,Salem Steel,metal,5752.38,83.55,2026-06-13T14:11:50.222504,236.9,8.9,11,False,0
TX-100184,Tiruppur Textiles,Salem Scrap Yard,plastic,5272.08,17.57,2026-04-09T14:11:50.222558,218.2,5.1,14,False,0
TX-100185,Tiruppur Textiles,Salem Scrap Yard,battery,7443.89,133.25,2026-07-12T14:11:50.222614,241.9,7.4,10,False,0
TX-100186,EcoFibre Ltd,Chennai Polymers,textile,3367.04,11.84,2026-05-28T14:11:50.222670,308.1,5.1,13,False,0
TX-100187,Kovai Paper Mills,Chennai Polymers,metal,1563.3,98.41,2026-07-29T14:11:50.222729,413.4,6.5,22,False,0
TX-100188,Kovai Paper Mills,Salem Scrap Yard,textile,5101.9,12.15,2026-07-15T14:11:50.222791,369.5,9.2,9,False,0
TX-100189,EcoFibre Ltd,Salem Scrap Yard,metal,2950.1,105.43,2026-06-23T14:11:50.222851,408.1,8.5,17,False,0
TX-100190,Kovai Paper Mills,Salem Steel,battery,6824.28,154.4,2026-06-13T14:11:50.222927,346.2,4.9,23,False,0
TX-100191,Tiruppur Textiles,Coimbatore E-Hub,paper,6916.1,10.57,2026-06-25T14:11:50.222985,101.4,4.6,16,False,0
TX-100192,Kovai Paper Mills,Coimbatore E-Hub,battery,1932.38,160.43,2026-07-12T14:11:50.223053,226.1,9.8,3,False,0
TX-100193,Electro-Recycle,Salem Steel,textile,5769.02,9.98,2026-05-01T14:11:50.223116,313.1,9.8,14,False,0
TX-100194,EcoFibre Ltd,Salem Steel,textile,727.41,11.3,2026-05-31T14:11:50.223177,105.9,6.1,4,False,0
TX-100195,EcoFibre Ltd,Salem Scrap Yard,textile,652.46,10.78,2026-04-03T14:11:50.223237,289.9,5.6,8,False,0
TX-100196,Kovai Paper Mills,Chennai Polymers,metal,2730.72,106.95,2026-06-02T14:11:50.223331,330.1,6.7,8,False,0
TX-100197,Kovai Paper Mills,Chennai Polymers,textile,5116.18,14.34,2026-06-05T14:11:50.223435,340.9,5.0,10,False,0
TX-100198,Kovai Paper Mills,Salem Scrap Yard,plastic,2476.74,19.96,2026-07-25T14:11:50.223642,175.2,4.7,19,False,0
TX-100199,Kovai Paper Mills,Salem Scrap Yard,paper,2024.89,10.38,2026-04-18T14:11:50.223711,303.8,4.5,22,False,0
TX-100200,Kovai Paper Mills,Chennai Polymers,textile,6625.93,12.85,2026-04-16T14:11:50.223782,21.1,5.8,18,False,0
TX-100201,Tiruppur Textiles,Salem Steel,battery,1988.54,153.39,2026-05-09T14:11:50.223854,231.8,8.9,23,False,0
TX-100202,Electro-Recycle,Salem Steel,battery,6311.58,163.66,2026-05-09T14:11:50.223919,179.0,7.0,17,False,0
